timestamp,anxiety_detected,active_symptoms,duration_seconds
2026-05-07 20:22:39,True,"hand_tremor,rapid_breathing",0.0
2026-05-07 20:22:40,False,rapid_breathing,0.4
2026-05-07 20:22:55,True,"hand_tremor,rapid_breathing",15.1
2026-05-07 20:22:55,False,rapid_breathing,0.2
2026-05-07 20:22:56,True,"hand_tremor,rapid_breathing",1.2
2026-05-07 20:22:57,False,rapid_breathing,0.5
2026-05-07 20:23:27,False,rapid_breathing,30.0
2026-05-07 20:23:42,True,"hand_tremor,rapid_breathing",45.5
2026-05-07 20:23:43,False,rapid_breathing,1.2
2026-05-07 20:23:43,True,"hand_tremor,rapid_breathing",0.1
2026-05-07 20:23:44,False,rapid_breathing,0.7
2026-05-13 15:01:50,False,,0.7
2026-05-18 21:32:38,False,,0.8
2026-05-18 21:33:08,False,,30.0
2026-05-18 21:33:23,True,"hand_tremor,rapid_breathing",44.8
2026-05-18 21:33:23,False,rapid_breathing,0.4
2026-05-18 21:33:53,False,,30.0
2026-05-18 21:34:23,False,rapid_breathing,60.0
2026-05-18 21:34:47,True,"hand_tremor,rapid_breathing",83.8
2026-05-18 21:34:47,False,rapid_breathing,0.3
2026-05-18 21:34:48,True,"hand_tremor,rapid_breathing",1.2
2026-05-18 21:34:49,False,rapid_breathing,0.3
2026-05-18 21:34:49,True,"hand_tremor,rapid_breathing",0.5
2026-05-18 21:34:49,False,rapid_breathing,0.3
2026-05-18 21:34:52,True,"hand_tremor,rapid_breathing",2.9
2026-05-18 21:34:53,False,rapid_breathing,0.3
2026-05-18 22:23:28,False,,0.7
2026-05-18 22:23:58,False,rapid_breathing,30.0
